,Unnamed: 0,Wikipedia_movie_ID,Freebase_movie_ID,Movie_name,Movie_release_date,Movie_box_office_revenue,Movie_runtime,Movie_languages,Movie_countries,Movie_genres,Directors,Authors,Actors_rotten,production_company,Critics_rotten_rating,Critic_rotten_count,Audience_rotten_rating,Audience_rotten_count
32,955,934809,/m/03rf3z,Operation Petticoat,1959,,124.0,['English Language'],['United States of America'],"['Action/Adventure', 'Action', 'Comedy', 'War film']",Blake Edwards,"Stanley Shapiro, Maurice Richlin, Maurice Richling","Cary Grant, Tony Curtis, Dina Merrill, Joan O'Brien, Arthur O'Connell, Gene Evans, Dick Sargent, Virginia Gregg, Robert Simon, Robert F. Simon, Robert Gist, Gavin MacLeod, George Dunn, Dick Crockett, Madlyn Rhue, Marion Ross, Clarence Lung, Frankie Darro, Tony Pastor Jr., Nicky Blair, John Morley, Robert Hoy, Glenn Jacobson, Nino Tempo, William Bryant, Vince Deadrick Jr., Leon Lontoc, James Lanphier, Alan Dexter, Preston Hanson, Hal Baylor, Bob Stratton, Vi Ingraham, Alan Scott, Francis De Sales, Francis L. Ward, William R. Callihan, Gordon Casell, Tusi Faiivae, Nelson Leigh, Robert Keys, Dale Cummings, Joseph Kim, Malcolm Cassell, Larry Gilliland, Fred Harlfinger II, Harry Harvey Jr., Haile Chase, Howard Venezia, Vince Deadrick, William Kinney, Robert C. Youmans, Robert Gibson, Bert Beyers, Tony Corrado",Universal Pictures,81.0,21.0,81.0,8677.0
33,997,5150761,/m/0d539d,Devour,2005,,90.0,['English Language'],['United States of America'],"['Sci-Fi Horror', 'Horror', 'Psychological thriller']",David Winkler,"Adam Gross, Seth Gross, Roger Wilson","Jensen Ackles, Shannyn Sossamon, Martin Cummins, Dominique Swain, Andee Frizzell, William Sadler, Rob Stewart, Jenn Griffin, R. Nelson Brown, Emy Aneke, Teach, Chaz Chamberlain, Patrick Gilmore, Reg Tupper, Wanda Cannon",Sony Pictures Home Entertainment,20.0,5.0,42.0,8820.0
34,1013,1141059,/m/049w1q,The Clearing,2004,,95.0,['English Language'],"['United States of America', 'Germany']","['Thriller', 'Crime Fiction', 'Psychological thriller', 'Mystery', 'Drama', 'Crime Thriller']",Pieter Jan Brugge,"Pieter Jan Brugge, Justin Haythe","Robert Redford, Helen Mirren, Willem Dafoe, Alessandro Nivola, Matt Craven, Melissa Sagemiller, Wendy Crewson, Larry Pine, Diana Scarwid, Elizabeth Ruscio, Gwen McGee, Sarah Koskoff, Graciela Marin, Mike Pniewski, Geoff McKnight, Tom E. Acuragi, Audrey Wasilewski, Peter Gannon, Jacqi Loewy, Matt Miller, Mark Emery Moore, Joel S. Nunley, Ted Manson",Fox Searchlight Pictures,43.0,134.0,32.0,7400.0
35,1053,1157158,/m/04c13q,Death to Smoochy,2002,8382938.0,109.0,['English Language'],"['United States of America', 'United Kingdom', 'Germany']","['Parody', 'Black comedy', 'Satire', 'Comedy']",Danny DeVito,Adam Resnick,"Edward Norton, Robin Williams, Hank Azaria, Catherine Keener, Danny DeVito, Jon Stewart, Pam Ferris, Salma Hayek, Danny Woodburn, Michael Rispoli, Harvey Fierstein, Vincent Schiavelli, Elvis Stojko, Glen Cross, Bruce McFee, Tim MacMenamin, Craig Eldridge, Judy White, Bill Lake, Nick Taylor, Richard A. Cocchiaro Jr., Tracey Walter, Louis Giambalvo, Colin Moult, Nikolai Tichtchenko, Martin Klebba, Tonya Renee Banks, Christy Artran, Philip Craig, Natasha Kinne, Richard Hamilton, Shawn Byfield, Todd Graff, Melissa DiMarco, Dan Duran, Michael Copeman, James Carroll, Phil Jarrett, Suzanne Leonard Feliz, Thomas Lyons, Angela Bullock, Robert M. Sussman, George Steven Blumenthal, Matthew Arkin, Hugo Jansuzian, Silvia Rojas, Mario Andres Torres, Sabrina Jansuzian, Fred Scialla, Adam Bryant, Richard Ziman, Frank Anello, Samantha Cordero, Peter Keleghan, Rothaford Gray, Dave Brown, Gerry Quigley, James Binkley, Matthew Dylan Roberts, Vito Rezza, Lou Cantres, John Cleland, Lauren Flanigan, Cara Wakelin",Warner Bros. Pictures,42.0,119.0,66.0,59923.0
36,1060,16647548,/m/03yjhrd,Fixed Bayonets!,1951,1450000.0,92.0,['English Language'],['United States of America'],"['Action/Adventure', 'Action', 'Drama', 'Film adaptation', 'War film']",Samuel Fuller,Samuel Fuller,"Richard Basehart, Gene Evans, Skip Homeier, Michael O'Shea, Richard Hylton, Craig Hill, Henry Kulky, Richard Monohan, Paul Richards, Tony Kent, Don Orlando, Patrick Fitzgibbon, Neyle Morrow, George Wesley, Mel Pogue, George Conrad, David Wolfson, Buddy Thorpe, Al Negbo, Wyott Ordung, Bill Hickman, Pat Hogan, Richard Monahan, James Dean, John Doucette, Glenn Corbett",20th Century Fox,100.0,7.0,70.0,438.0
37,1067,3028248,/m/08ll9g,Chances Are,1989,16278590.0,108.0,['English Language'],['United States of America'],"['Romantic comedy', 'Fantasy', 'Comedy', 'Romance Film', 'Fantasy Comedy', 'Romantic fantasy', 'Religious Film']",Emile Ardolino,"Perry Howze, Randy Howze","Cybill Shepherd, Robert Downey Jr., Ryan O'Neal, Mary Stuart Masterson, Christopher McDonald, Josef Sommer, Joe Grifasi, Henderson Forsythe, Susan Ruttan, Lester Lanin, Ricardo de Angelis, Richard DeAngelis, Franchelle Dorn, Jacquelyn Drake, Don Richards, June Thorne, Fran Ryan, James Noble, Marc McClure, Mimi Kennedy, Kathleen Freeman, Dennis Patrick, Martin Garner, Gianni Russo, Andrew Reilly, Channing Chase, Nat Benchley, Cliff McMullen, Carey Hauser, Laura Lee Stetzel, Max Trumpower, Dennis Mancini, Lester Lanin",Sony Pictures Home Entertainment,67.0,30.0,65.0,8954.0
38,1104,3059075,/m/08ns88,Brain Donors,1992,918239.0,79.0,['English Language'],['United States of America'],"['Absurdism', 'Buddy film', 'Comedy', 'Slapstick']",Dennis Dugan,Pat Proft,"John Turturro, Bob Nelson, Mel Smith, Nancy Marchand, John Savident, George De La Pena, Juli Donald, Spike Alexander, Teri Copley, Donna Isaacson, John Lyons, Irene Olga Lopez, Anita Dangler, Charlotte Zucker, Max Alexander, Dick Corman, Jim Smith, Dennis Dugan, Eddie Griffin, Louisa Abernathy, Kathleen Doyle, Richardson Morse, Jason Ross-Azikiwe, Thomas Mikal Ford, Matthew Sussman, Charles Dugan, Barbara Schillaci, Eric Poppick, Gary Grossman",Paramount Home Video,45.0,11.0,85.0,4373.0
39,1133,1871167,/m/062mn_,Welcome to Mooseport,2004,14000000.0,110.0,['English Language'],"['United States of America', 'Germany']","['Political cinema', 'Romance Film', 'Americana', 'Comedy']",Donald Petrie,"Doug Richardson, Tom Schulman","Ray Romano, Gene Hackman, Marcia Gay Harden, Maura Tierney, Christine Baranski, Fred Savage, Rip Torn, June Squibb, Wayne Robson, John Rothman, Karl Pruner, Edward Herrmann, David Macniven, Jackie Richardson, Paul Bates, Reagan Pasternak, Philip Williams, Jim Feather, Ed Fielding, Jessica Holmes, Natalie Brown, Paul McGuire, Heather Allin, J.C. Kenny, Diana Platts, Peter Snider, Dan Duran, Pat Moffatt, James Barrett, Colleen Reynolds, Bill Lynn, Colleen Williams, Jayne Eastwood, Diane Gordon, Armando Tosquellas, Carly Street, Catherine Burdon, Enis Esmer, Deborah Glover, Adam Bramble, Michael Kinney, Jon Manfrellotti, Mark Kersey, Sam Moses, Krista Sutton, Dawn Greenhalgh, Jeff Gruich, Andrew Moodie, Doug Murray (II), Jackie Laidlaw, Andy Hirsch, Arlin Miller",20th Century Fox,13.0,146.0,19.0,20162.0
40,1147,1472852,/m/0547w5,Down and Out in Beverly Hills,1986,91411255.0,103.0,['English Language'],['United States of America'],"['Black comedy', 'Comedy of manners', 'Remake', 'Comedy', 'Domestic Comedy']",Paul Mazursky,"Leon Capetanos, Paul Mazursky","Nick Nolte, Bette Midler, Richard Dreyfuss, Little Richard, Tracy Nelson, Elizabeth Peña, Evan Richards, Paul Mazursky, Donald F. Muhich, Valerie Curtin, Jack Bruskoff, Geraldine Dreyfuss, Barry Primus, Irene Tsu, Salvador R. Espinoza, Michael Yama, Ranbir Bahi, Eloy Casados, Felton Perry, Mike the Dog, Bill Primus, Michael Greene, Ken Koch, Dorothy Tristan, Raymond Lee, Carolyn Allport, Sue Kiel, Reza Bashar, Joseph Makkar, Jason Williams, Darryl Henriques, Nick Ullett, Mick Blue, Allan Malamud, Salvator Espinoza, Michael Voletti, Betsy Mazursky, Donald V. Allen, Neil Cunningham, Bobby Good, Michel Voletti, Sandy Ignon, Margrit Ramme, Pearl Huang, Yung Sun, Eugene Choy, Mae Koh-Ruden, George Sasaki, Leland Sun, Andre Philippe, Lew Hopson, Carlton Cuse, Bill Cross, Alexis Arquette, Dr. Toni Grant",Touchstone Pictures,79.0,28.0,52.0,15952.0
41,1239,1480748,/m/054vqy,House Party 3,1994,19281235.0,93.0,['English Language'],['United States of America'],"['Cult', 'Coming of age', 'Comedy', 'Teen']",Eric Meza,,"Christopher ""Kid"" Reid, Christopher Martin, David Edwards, Angela Means, Tisha Campbell-Martin, Betty Lester, Bernie Mac, Ketty Lester, Michael Colyar, Chris Tucker, Tionne 'T-Boz' Watkins, Lisa 'Left Eye' Lopes, Rozonda 'Chilli' Thomas, Khandi Alexander, Anthony S. Johnson, Freez Luv, Michael Andrew Shure, Shireen Crutchfield, Shayna Bridges, Mayah McCoy, Bee-Be Smith, Mikki Val, Yvette Wilson, Gilbert Gottfried, Simply Marvalous, Reynaldo Rey, Vanessa Hampton, Joe Torry, Daniel Gardner, Katrina McNeal, Lazarus Jackson, Kevin Stockton, Jimmy Woodard, Bob Mardis, Roy Fegan, Bigga Don, Soul Gee, Sam McCullough, Joyce Tolbert, Kyler Richie, Odell Jones, Neisha Folkes-LeMelle, Thomas Lee Ottis, Chuckii Booker, Russell Hawkins, Derek 'DOA' Allen",Sony Pictures Home Entertainment,0.0,9.0,67.0,9423.0
42,1241,250012,/m/01l310,Pale Rider,1985,,115.0,['English Language'],['United States of America'],"['Crime Fiction', 'Thriller', 'Existentialism', 'Action/Adventure', 'Western', 'Drama', 'Action']",Clint Eastwood,"Michael Butler, Dennis Shryack","Clint Eastwood, Michael Moriarty, Carrie Snodgress, Christopher Penn, Richard Dysart, Sydney Penny, Richard Kiel, Doug McGrath, John Russell, Charles Hallahan, Marvin J. McIntyre, Frank Ryan, Fran Ryan, Richard Hamilton, Graham Paul, Chuck Lafont, Jeffrey Weissman, Allen Keller, Thomas Oglesby, Herman Poppe, Kathleen Wygle, Terry L. Evans, Jim Hitson, Loren Adkins, Tom Friedkin, S.A. Griffin, Jack Radosta, Robert Winley, Billy Drago, Jeffrey Josephson, John Dennis Johnston, Michael Adams, Clay Lilley, Gene Hartline, R.L. Tolbert, Cliff Happy, Ross Loney, Larry Randles, Mike McGaughy, Jerry Gatlin, Lloyd Nelson, Jay K. Fishburn, George Orrison, Milton Raphael Murrill, Mike Munsey, Keith Dillin, Wayne Van Horn, Buddy Van Horn, Fritz Manes, Glenn Wright, Chris Penn",Warner Bros. Pictures,93.0,27.0,83.0,39676.0
43,1252,1480747,/m/054vql,House Party 2,1991,19438638.0,94.0,['English Language'],['United States of America'],"['Cult', 'Coming of age', 'Comedy', 'Teen']","Doug McHenry, George Jackson","Daryl G. Nickens, Rusty Cundieff","Christopher ""Kid"" Reid, Christopher Martin, Martin Lawrence, Tisha Campbell-Martin, Brian George, Lucien George, Paul Anthony George, Queen Latifah, B-Fine, Iman, Kamron, Georg Stanford Brown, Eugene Allen, George Anthony Bell, Tony Burton, Alice Carter, Barry Diamond, Mark Wiz Eastmond, George Fisher, John McCabe, Randy Harris, Daryl 'Chill' Mitchell, Christopher Judge, Hazel Todd Lane, Chance Langton, Louie Louie, Guy Margo, Helen Martin, Keith Washington, Amber McIntyre, Billy Williams, Christopher Michael, Tony! Toni! Tone!, Daryl M. Mitchell, William S. Murray, Angela Nicholson, Anjul Nigam, William Schallert, Whoopi Goldberg, Ralph E. Tresvant",New Line Home Entertainment,21.0,14.0,65.0,19772.0
44,1260,12136473,/m/02vr0fm,Tortilla Heaven,2007,,97.0,['English Language'],['United States of America'],"['Drama', 'Comedy-drama', 'Indie', 'Religious Film', 'Comedy']",Judy Hecht Dumontet,"Judy Hecht Dumontet, Julius Robinson","Ana Ortiz, George Lopez, José Zúñiga, Miguel Sandoval, Olivia Hussey, Irene Bedard, Marcelo Tubert, Lupe Ontiveros, Alexis Cruz, Judy Herrera, Del Zamora, Elaine Miles, Elpidia Carrillo, Geno Silva, Rick Gutierrez, Deborah Chavez, Scott Cleverdon, Jonathan Levit, Danny Peck",Archangel Entertainment,25.0,12.0,34.0,1424.0
45,1270,2332364,/m/074dk4,The Strange Love of Martha Ivers,1946,,116.0,['English Language'],['United States of America'],"['Crime Fiction', 'Melodrama', 'Crime Drama', 'Black-and-white', 'Drama', 'Film noir']",Lewis Milestone,"Robert Rossen, Robert Riskin, John Patrick","Barbara Stanwyck, Van Heflin, Lizabeth Scott, Elizabeth Scott, Kirk Douglas, Judith Anderson, Roman Bohnen, Darryl Hickman, Janis Wilson, Ann Doran, Frank Orth, James Flavin, Mickey Kuhn, Charles D. Brown, Matt McHugh, Catherine Craig, Sayre Dearing, Harry Leonard, William Duray, Payne Johnson, Max Wagner, Tom Fadden, Gladden James, Bert Roach, Ricky Ricardi, Billy Burt, Gene Ashley, Robert E. Homans, Thomas Lockyear, John Kellogg, Walter S. Baldwin, Al Murphy, Kay Deslys, Bob Perry, Olin Howland, Blake Edwards, Betty Hill, Tom Dillon, Tom Schamp, Kernan Cripps, Thomas Louden, Tommy Ryan",Paramount Pictures,100.0,10.0,73.0,1762.0
46,1308,31519851,/m/0glt1gv,Crazy Eyes,2012,,95.0,['English Language'],['United States of America'],"['Comedy film', 'Drama', 'Indie']",Adam Sherman,"Adam Sherman, Dave Reeves, Rachel Hardisty","Lukas Haas, Madeline Zima, Jake Busey, Tania Raymonde, Ray Wise, Valerie Mahaffey, Regine Nehy, Moran Atias, Ned Bellamy, Laura Miro, Blake Garrett Rosenthal, P.D. Mani, Josh Thorpe, Harvey Shield, Natalie Floyd, Michael Pasternak, Bruce Gray",Strand Releasing,25.0,20.0,21.0,1553.0
47,1346,570743,/m/02r4y1,Down to Earth,2001,71186502.0,87.0,['English Language'],"['United States of America', 'Australia', 'Canada', 'Germany']","['Romantic comedy', 'Romance Film', 'Fantasy', 'Comedy']","Chris Weitz, Paul Weitz","Ali LeRoi, Chris Rock, Chris Weitz, Paul Weitz, Elaine May, Warren Beatty, Louis C.K., Lance Crouther","Chris Rock, Regina King, Chazz Palminteri, Eugene Levy, Frankie Faison, Mark Addy, Greg Germann, Mario Joyner, Wanda Sykes, Jennifer Coolidge, James Gandolfini, John Cho, Bryetta Calloway, Martha Chaves, Brian Rhodes, Herb Lovelle, Kedar Brown, Adam Dannheiser, Malcolm Devine, Colette Wilson, Maiesha McQueen, Robin Montague, Hollie Harper, Scott Wickware, Jack Newman, William Lynn, Leah Miller, David Hubbard, Woodrow W. Asai, Laz Alonso, Dennis Pressey, Arnold Pinnock, David M. Rodriguez, Linda Sithole, Gwen Stewart, Chris Ausnit, Mary Burton, Jernard Burks, Clement Moorman, Hollis Granville, Mung Ling Tsui, Paulette Sinclair, Ali LeRoi, Reginald ""Barshem"" Footman, Michael Port, Colin Fox, Paul Hecht, Jack Jessop, Kenny Robinson, Mary Kate Law, Roger Kugler, Roma Torre, Harlin C. Kearsley, Dan Duran",Paramount Pictures,20.0,96.0,40.0,62511.0
48,1354,129295,/m/0yx7h,Fatal Attraction,1987,320145693.0,119.0,['English Language'],['United States of America'],"['Thriller', 'Horror', 'Mystery', 'Psychological thriller', 'Erotic thriller', 'Drama', 'Suspense', 'Slasher']",Adrian Lyne,"James Dearden, Nicholas Meyer","Michael Douglas, Glenn Close, Anne Archer, Ellen Hamilton Latzen, Stuart Pankin, Fred Gwynne, Ellen Foley, Meg Mundy, Tom Brennan, Lois Smith, Mike Nussbaum, J.J. Johnston, Michael Arkin, Jane Krakowski, Justine Johnston, Mary Joy, James Eckhouse, Faith Geer, Carol Schneider, Anna Levine, Christopher Rubin, Gregg Scott, Jonathan Brandis, J.D. Hall, David McCharen, Larry Moss, Jan Rabson, Marilyn Schreffler, Vladimir Skomarovsky, Dennis Tufano, Sam Coppola, Judi M. Durand, Barbara Iley",Paramount Pictures,76.0,54.0,72.0,53027.0
49,1377,8987889,/m/027sfwn,Rocket Science,2007,755774.0,101.0,['English Language'],['United States of America'],"['Indie', 'Comedy-drama', 'Drama', 'Comedy', 'Coming of age', 'Teen']",Jeffrey Blitz,Jeffrey Blitz,"Nick D'Agosto, Anna Kendrick, Roland Branford Gomez, Brandon Thane Wilson, David DeBoy, Susan Duvall, Elisabeth Noone, Judy Jean Berns, Utkarsh Ambudkar, Betsy Hogg, Jonah Hill, Jane Beard, Candace Burr Scholz, John Patrick Barry, Dan DeLuca, Emily Ginnona, Marilyn Yoblick, Dionne Audain, Virginia Frank, Lisbeth Bartlett, Denis O'Hare, Michael Kusnir, Maury Ginsberg, Stephen Park, Herb Merrick, Josh Kay, Aaron Yoo, Carol Florence, Margo Martindale, Vincent Piazza, Zack Arrington, Jaime Chicas, Katrina Hargrave, Erin Loube, Natasha Sattler, Will Shaw, Jeffrey Wei, Andrew Collie, Huong Huyah, Katherine Ross Wolfe, Susan ""Tootsie"" Duvall, Noah Mazaika, Will Parquette, Tara Richter-Smith, Jeanette Brox, Lee Sellars, Dan Cashman",Picturehouse,84.0,112.0,72.0,20926.0
50,1430,7792664,/m/026d5zm,Mrs. Soffel,1984,,112.0,['English Language'],['United States of America'],"['Crime Fiction', 'Period piece', 'Drama', 'Romantic drama', 'Romance Film', 'Prison']",Gillian Armstrong,Ron Nyswaner,"Diane Keaton, Mel Gibson, Matthew Modine, Edward Herrmann, Trini Alvarado, Jennifer Dundas, Danny Corkill, Harley Cross, Terry O'Quinn, Pippa Pearthree, William Youmans, Maury Chaykin, Daniel Bryan Corkill, Joyce Ebert, J. Winston Carroll, Kay Hawtry, Dana Wheeler-Nicholson, Wayne Robson, Les Rubie, Paula Trueman, David Huckvale, Margery Simkin, Douglas Huckvale, Derek Keurvost, Ralph Zeldin, Nancy Chesney, Samantha Follows, Katie McCombs, Linda Gabler, Eric Hebert, Alar Aedma, Tom Harvey, Jack Jessop, Lou Pitoscia, John Dee, William Duell, Len Doncheff, David Fox, Fred Booker, Valerie Buhagiar, Jane Foster, John W. Carroll, Philip Craig, John Innes, Norma Dell'Agnese, Al Kozlik, Derek Keurvorst, Don R. McManus, Kay Hawtrey, Brian Young, Frank Adamson, Don Granberry, Gerald Tucker, Heather Graham, Linda Carola, George Belsky, Marushka Stankova, James Bradford, Charles Jolliffe, Rodger Barton, Jack Mather, Lee-Max Walton, Sean Sullivan, Warren Van Evera, Clay Follett, Chris Cummings, Dan Lett, Dorothy Phelan, Walter Massey, Victoria Vanderkloot, Chuck Waters",MGM Home Entertainment,36.0,11.0,45.0,3305.0
51,1431,9088886,/m/027x7z5,Queen of the Damned,2002,45479110.0,101.0,['English Language'],"['United States of America', 'Australia']","['Horror', 'Film adaptation', 'Fantasy', 'Music']","Michael Rymer, Paul Goldman","Scott Abbott, Michael Petroni, Michael Rymer","Stuart Townsend, Aaliyah, Marguerite Moreau, Vincent Perez, Paul McGann, Lena Olin, Christian Manon, Claudia Black, Bruce Spence, Matthew Newton, Tiriel Mora, Megan Dorman, Johnathan Devoy, Robert Farnham, Bob Farnham, Conrad Standish, Richael Tanner, Christopher Kirby, Pip Mushin, Miguel Ayesa, Joe Manning, Kat Rhodes, Christopher Connelly, Renee de Bondt, John Buckley, Renee Quast, Dan Zizys, Tayler Kane, Imogen Annesley, Daniel Schlusser, Rowland S. Howard, Hugo Race, Robin Casinader, Jonathan Davis, Aimee Nash, Nicole Fantl, Alyssa McClelland, Marnie Reece-Wilmore, Andrew L. Urban, Jo Buckley, Dino Marnika, Johnathan Deboy, Kirsty Meares, Bruce Myles, Marg Downey, John Dicks, Fouad Harraka, Mandie Vieira, Bobby Bright, Antonios Greige, Darren Wilson, Russell Kiefel, Matthew Hassall, Nandila Gaskell, Nalishebo Gaskell, Tamasin Ramsey, Michael Azria, Arroyn Lloyd, Antonias Greige, Arrowyn Lloyd, Nicki Paull, Enrico Mammerella, Peter Olsen, Franklyn Ajaye, Duncan Myers, Mark O'Halloran, Twapa Kapote, Ron Bingham, Antony Neate, Strawberry Fields, Bob Halsall, Anthony Neate, Nicola Paull, Karoline Hohlweg, Rochelle Ward, Anni Finsterer, Tamasin Ramsay, Alistair Reid, Suzi Dougherty, Humphrey Bower, Pia Miranda, Simon Wilton, Enrico Mammarella, Serena Altschul, Nick Gill, Becky Thomas, Jonathan H. Davis, Nathan Hill, Richard Gibbs",Warner Bros. Pictures,17.0,130.0,66.0,259812.0
52,1433,6581470,/m/0gchlb,Broadway Damage,1997,,110.0,['English Language'],['United States of America'],"['LGBT', 'Romantic comedy', 'Gay', 'Gay Interest', 'Comedy', 'Gay Themed', 'Romance Film']",Victor Mignatti,Victor Mignatti,"Michael Shawn Lucas, Aaron Williams, Mara Hobel, Hugh Panaro, Hugh Panero, Gary Janetti, Gerry McIntyre, Tyagi Schwartz, Gerry McIntire, Barbara Winters Pinto, Alan Filderman, James Lecesne, Benim Foster, Jean Loup, Jonathan Walker, Richard Davidson, Michael Jefferson, Steven Hasley, Tom O'Neill, Jay Hostetler, Howard Kaye, James Brosnan, José Rodríguez",Wolfe Video,29.0,7.0,50.0,834.0
53,1470,580994,/m/02s4m9,The Man in the Gray Flannel Suit,1956,4350000.0,153.0,['English Language'],['United States of America'],['Drama'],Nunnally Johnson,Nunnally Johnson,"Gregory Peck, Jennifer Jones, Fredric March, Marisa Pavan, Ann Harding, Lee J. Cobb, Keenan Wynn, Gene Lockhart, Gigi Perreau, Portland Mason, Arthur O'Connell, Henry Daniell, Connie Gilchrist, Joseph Sweeney, Sandy Descher, Mickey Maga, Kenneth Tobey, Ruth Clifford, Geraldine Wall, Alexander Campbell, Jerry Hall, Jack Mather, Frank Wilcox, Nan Martin, Tristram Coffin, William 'Bill' Phillips, Leon Alton, Phyllis Graffeo, Dorothy Adams, Dorothy Phillips, Mary Benoit, King Lockwood, Lomax Study, John Breen, Renata Vanni, Mario Siletti, Nathan Lee Graham, Jeffrey Michael, Roy E. Glenn Sr., Otto Reichow, Jim Brandt, Robert Boon, Harry Lauter, Paul Glass, William Phipps, DeForest Kelley, Alfred Caiazza, Raymond Winston, John Crawford",Fox,75.0,12.0,73.0,1781.0
